timestamp,asset_id,latitude,longitude,inventory_level,temperature,humidity,traffic_status,waiting_time,user_transaction_amount,user_purchase_frequency,asset_utilization,demand_forecast,logistics_delay,month,dow,hour,is_weekend_delivery,is_peak_season,asset_delay_rate_30d,shipment_status_delivered,shipment_status_in transit,logistics_delay_reason_traffic,logistics_delay_reason_weather
2024-02-28 23:27:53,Truck_10,-88.696,117.3902,288,27.1,69.4,Heavy,37,144,2,63.6,126,1,2,2,23,0,0,0.5263157894736842,True,False,False,False
2024-02-29 15:12:54,Truck_4,72.8574,179.01,391,20.5,71.2,Detour,12,112,7,78.3,267,0,2,3,15,0,0,0.7777777777777778,False,True,False,False
2024-02-29 23:31:58,Truck_8,-30.946,-65.5352,435,24.7,75.3,Heavy,41,245,2,87.1,232,1,2,3,23,0,0,0.36363636363636365,False,False,False,True
2024-03-01 10:10:16,Truck_3,-61.9668,113.8899,442,23.6,58.1,Clear,47,165,1,93.3,191,1,3,4,10,0,0,0.5333333333333333,False,False,True,False
2024-03-01 14:48:13,Truck_9,-38.0737,56.0723,127,21.0,54.6,Detour,13,452,9,79.0,299,1,3,4,14,0,0,0.42857142857142855,False,False,False,False
2024-03-01 20:32:48,Truck_3,-71.5279,-171.9428,396,23.0,61.1,Clear,14,439,8,91.9,119,0,3,4,20,0,0,0.5625,False,True,False,False
2024-03-02 15:37:45,Truck_3,-2.2841,23.4152,418,29.6,67.4,Heavy,54,199,9,99.9,215,1,3,5,15,1,0,0.5294117647058824,False,False,True,False
2024-03-02 23:49:21,Truck_8,-29.5867,41.0612,214,21.5,69.1,Heavy,49,417,10,76.7,249,1,3,5,23,1,0,0.4166666666666667,True,False,True,False
2024-03-03 00:53:07,Truck_10,-69.6887,-34.4563,289,19.3,68.6,Clear,33,149,4,74.3,220,0,3,6,0,1,0,0.55,True,False,False,False
2024-03-03 04:17:01,Truck_9,-37.3934,31.4093,122,22.9,64.0,Heavy,24,409,5,99.7,184,1,3,6,4,1,0,0.4666666666666667,True,False,False,False
2024-03-04 06:43:40,Truck_3,-60.7101,-29.4842,219,22.9,56.6,Heavy,49,372,6,64.4,300,1,3,0,6,0,0,0.5555555555555556,False,False,False,False
2024-03-04 06:44:50,Truck_2,-26.1836,-30.3641,348,27.3,71.6,Detour,30,211,2,96.4,115,0,3,0,6,0,0,0.55,True,False,False,False
2024-03-04 09:04:38,Truck_7,75.2109,170.3371,382,22.2,63.2,Clear,12,467,6,80.6,210,1,3,0,9,0,0,0.6,False,False,False,False
2024-03-04 09:24:45,Truck_10,-56.7854,25.8691,342,27.2,55.1,Heavy,22,326,2,64.4,300,1,3,0,9,0,0,0.5238095238095238,True,False,False,False
2024-03-04 09:26:19,Truck_8,-44.6569,129.8625,418,22.9,62.0,Detour,26,405,1,62.3,124,0,3,0,9,0,0,0.46153846153846156,False,True,False,False
2024-03-04 10:19:51,Truck_5,-32.2707,98.1472,330,26.5,59.2,Clear,51,274,3,69.1,139,0,3,0,10,0,0,0.42857142857142855,True,False,True,False
2024-03-04 23:34:51,Truck_9,-8.1413,92.8681,457,18.2,62.6,Detour,18,217,9,97.8,199,1,3,0,23,0,0,0.5,False,False,False,False
2024-03-04 23:39:01,Truck_2,53.517,152.1576,265,23.5,78.4,Clear,60,107,3,62.4,237,0,3,0,23,0,0,0.5238095238095238,True,False,False,True
2024-03-05 00:54:47,Truck_4,-10.0451,79.8956,126,28.2,54.5,Detour,35,320,4,93.7,136,0,3,1,0,0,0,0.7368421052631579,True,False,False,False
2024-03-05 10:30:30,Truck_10,-10.8849,86.0812,277,23.7,72.1,Clear,12,195,5,64.5,130,0,3,1,10,0,0,0.5454545454545454,False,True,True,False
2024-03-05 11:20:37,Truck_8,44.5052,-178.7281,313,18.7,74.7,Heavy,16,284,3,69.0,105,1,3,1,11,0,0,0.42857142857142855,False,True,False,False
2024-03-05 12:35:28,Truck_7,60.6073,74.3625,291,26.9,52.3,Heavy,34,253,2,94.9,228,1,3,1,12,0,0,0.625,False,True,True,False
2024-03-05 20:59:12,Truck_3,-85.8715,-162.7167,439,25.1,66.1,Clear,46,151,4,79.2,209,1,3,1,20,0,0,0.5789473684210527,False,False,False,False
2024-03-05 22:52:24,Truck_10,35.9521,5.775,195,26.9,79.8,Clear,57,190,2,60.6,235,0,3,1,22,0,0,0.5217391304347826,True,False,True,False
2024-03-06 02:39:46,Truck_8,-54.4964,-93.8603,286,20.7,59.0,Heavy,43,387,4,60.7,134,1,3,2,2,0,0,0.4666666666666667,True,False,True,False
2024-03-06 06:10:28,Truck_10,-53.1354,-164.488,458,25.5,52.1,Detour,32,183,6,93.5,154,0,3,2,6,0,0,0.5,False,True,False,True
2024-03-06 13:14:35,Truck_3,-6.8964,-35.5418,200,18.5,77.7,Detour,24,158,4,82.5,234,0,3,2,13,0,0,0.6,True,False,False,False
2024-03-06 20:00:26,Truck_5,50.3419,108.5647,207,29.3,59.4,Detour,31,174,5,65.9,195,0,3,2,20,0,0,0.4,True,False,False,False
2024-03-07 03:32:02,Truck_4,-8.4784,117.2494,384,24.5,62.2,Clear,45,418,7,75.8,298,0,3,3,3,0,0,0.7,True,False,False,False
2024-03-07 21:52:21,Truck_3,-31.1792,-46.048,239,26.6,51.6,Detour,33,333,2,95.1,277,1,3,3,21,0,0,0.5714285714285714,False,False,True,False
2024-03-08 10:09:37,Truck_10,-85.0859,41.138,382,22.0,77.8,Clear,47,448,5,81.4,246,0,3,4,10,0,0,0.48,False,True,False,True
2024-03-08 18:02:46,Truck_8,-86.9276,120.7534,466,26.3,70.4,Heavy,53,291,8,62.1,287,1,3,4,18,0,0,0.5,False,True,False,True
2024-03-08 23:13:09,Truck_9,76.0358,53.043,146,20.7,50.6,Clear,28,201,10,75.9,178,0,3,4,23,0,0,0.5294117647058824,False,True,False,True
2024-03-09 00:10:34,Truck_3,34.0712,123.0237,146,24.2,69.1,Clear,58,301,2,82.0,238,0,3,5,0,1,0,0.5909090909090909,False,True,False,False
2024-03-09 09:56:32,Truck_4,76.8582,-8.4829,475,24.3,52.6,Heavy,55,283,6,95.9,173,1,3,5,9,1,0,0.6666666666666666,False,True,False,True
2024-03-09 19:11:05,Truck_10,-44.764,-118.3579,484,22.8,53.7,Clear,18,176,4,73.7,131,1,3,5,19,1,0,0.46153846153846156,False,False,False,True
2024-03-10 06:12:13,Truck_9,7.9549,-109.2897,434,22.0,69.2,Heavy,17,233,10,63.4,138,1,3,6,6,1,0,0.5,True,False,False,False
2024-03-11 20:09:54,Truck_1,2.7286,-99.5442,432,25.9,65.8,Clear,42,265,8,86.8,140,0,3,0,20,0,0,0.6363636363636364,False,True,False,False
2024-03-12 03:54:06,Truck_5,-89.0793,130.3362,221,22.8,76.1,Detour,35,233,4,61.5,281,1,3,1,3,0,0,0.375,False,False,False,False
2024-03-13 18:47:10,Truck_9,57.9277,-106.3278,330,29.5,68.5,Clear,14,358,1,70.0,283,0,3,2,18,0,0,0.5263157894736842,False,True,False,False
2024-03-13 21:43:28,Truck_2,49.8896,46.7765,219,22.3,56.9,Heavy,44,144,8,62.2,188,1,3,2,21,0,0,0.5,True,False,False,False
2024-03-14 00:55:34,Truck_4,23.2023,92.2763,144,21.1,58.8,Clear,35,443,10,89.0,141,0,3,3,0,0,0,0.6818181818181818,True,False,False,False
2024-03-14 02:35:33,Truck_8,13.6845,-126.4199,293,23.8,62.8,Detour,19,135,1,98.8,291,0,3,3,2,0,0,0.5294117647058824,True,False,False,False
2024-03-14 18:05:27,Truck_4,85.8393,74.4208,321,30.0,75.4,Heavy,14,391,1,67.3,138,1,3,3,18,0,0,0.6521739130434783,False,False,False,False
2024-03-15 02:17:56,Truck_10,-21.5797,129.7599,301,18.5,75.3,Clear,39,140,6,78.5,208,0,3,4,2,0,0,0.48148148148148145,False,True,False,True
2024-03-15 07:02:10,Truck_5,-15.3314,22.397,236,18.3,69.0,Clear,34,303,2,62.6,270,0,3,4,7,0,0,0.4117647058823529,False,True,False,False
2024-03-15 14:48:46,Truck_10,24.4216,-7.0649,387,18.4,79.5,Clear,17,456,2,65.9,155,1,3,4,14,0,0,0.4642857142857143,False,False,False,True
2024-03-15 17:54:08,Truck_7,-80.1222,-56.1497,415,25.3,54.4,Heavy,53,345,2,87.4,181,1,3,4,17,0,0,0.6470588235294118,False,True,False,False
2024-03-15 22:19:21,Truck_6,51.4225,112.3362,165,25.6,61.7,Detour,50,149,10,62.6,252,1,3,4,22,0,0,0.6111111111111112,False,False,True,False
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164,18.2,76.4,Clear,45,466,7,98.1,196,0,3,5,11,1,0,0.6666666666666666,False,True,False,False
2024-03-16 13:20:30,Truck_9,-89.0981,33.8294,226,18.6,77.9,Heavy,30,252,10,67.3,145,1,3,5,13,1,0,0.5,False,True,False,False
2024-03-17 00:18:41,Truck_8,-82.1754,-169.4219,410,25.0,72.9,Clear,21,306,2,71.2,132,0,3,6,0,1,0,0.5,True,False,True,False
2024-03-17 08:20:11,Truck_9,-81.622,-152.0754,353,29.5,76.8,Heavy,41,421,8,97.7,212,1,3,6,8,1,0,0.5238095238095238,True,False,False,False
2024-03-17 17:11:29,Truck_2,-56.1219,135.4235,100,23.6,64.3,Detour,29,276,5,89.1,198,0,3,6,17,1,0,0.5217391304347826,False,True,False,False
2024-03-17 23:47:15,Truck_6,7.3575,86.6442,425,24.2,54.6,Detour,32,193,3,69.9,260,0,3,6,23,1,0,0.631578947368421,True,False,False,True
2024-03-19 05:23:55,Truck_1,66.2353,10.8345,339,26.8,64.5,Detour,24,235,6,69.3,212,0,3,1,5,0,0,0.6086956521739131,False,True,True,False
2024-03-19 05:42:50,Truck_8,60.5903,-90.0415,437,25.5,73.2,Clear,59,310,2,83.9,228,0,3,1,5,0,0,0.47368421052631576,False,True,False,False
2024-03-19 21:36:22,Truck_6,-69.343,131.9033,171,25.1,76.5,Heavy,55,309,3,94.6,112,1,3,1,21,0,0,0.6,True,False,True,False
2024-03-20 00:11:14,Truck_7,-65.7383,11.2497,390,27.0,67.8,Detour,38,320,4,60.1,285,1,3,2,0,0,0,0.631578947368421,False,False,False,False
2024-03-20 01:25:23,Truck_9,70.1899,-65.6792,203,18.0,68.9,Heavy,19,370,3,74.4,254,1,3,2,1,0,0,0.5454545454545454,False,True,True,False
2024-03-20 08:55:41,Truck_9,-80.5196,-2.9668,334,22.8,61.1,Clear,52,389,2,88.0,123,0,3,2,8,0,0,0.5652173913043478,True,False,True,False
2024-03-20 21:32:29,Truck_2,79.8212,-21.6975,445,25.3,57.9,Detour,38,364,1,93.6,275,0,3,2,21,0,0,0.5,True,False,True,False
2024-03-21 10:50:41,Truck_6,36.5436,71.7597,325,28.8,55.0,Clear,56,316,4,77.8,300,1,3,3,10,0,0,0.6190476190476191,False,False,False,True
2024-03-21 11:48:25,Truck_3,-13.0063,0.5345,439,21.5,72.8,Heavy,30,101,10,90.4,114,1,3,3,11,0,0,0.5652173913043478,False,False,False,False
2024-03-21 11:55:45,Truck_5,82.8116,62.1983,106,21.6,79.3,Clear,51,120,9,96.2,228,0,3,3,11,0,0,0.3888888888888889,True,False,False,True
2024-03-21 14:56:42,Truck_8,-13.469,75.3408,390,19.5,79.2,Heavy,26,366,4,69.4,217,1,3,3,14,0,0,0.45,False,False,False,False
2024-03-21 22:22:44,Truck_3,-20.6577,-86.8013,137,24.0,78.0,Heavy,29,425,7,69.4,270,1,3,3,22,0,0,0.5833333333333334,True,False,False,True
2024-03-22 03:06:23,Truck_3,-69.8431,-171.5361,237,23.6,62.7,Detour,35,323,9,66.8,267,0,3,4,3,0,0,0.6,False,True,False,True
2024-03-22 06:45:28,Truck_8,42.9526,146.6224,330,24.4,79.5,Clear,19,110,7,66.3,109,0,3,4,6,0,0,0.47619047619047616,True,False,False,False
2024-03-22 11:00:20,Truck_10,-18.4278,101.4997,327,22.6,57.4,Detour,38,432,4,68.4,171,1,3,4,11,0,0,0.4827586206896552,False,False,True,False
2024-03-22 14:12:36,Truck_10,-55.3603,79.1276,159,29.7,69.6,Clear,49,227,1,62.0,232,1,3,4,14,0,0,0.5,False,False,False,False
2024-03-22 16:43:42,Truck_5,36.3858,-107.3894,324,20.7,77.5,Heavy,39,387,1,69.1,138,1,3,4,16,0,0,0.3684210526315789,False,False,False,False
2024-03-22 23:53:31,Truck_10,-59.5674,11.3653,480,23.9,57.9,Heavy,57,204,6,62.3,146,1,3,4,23,0,0,0.5,False,False,False,False
2024-03-23 08:10:19,Truck_9,-66.6009,-11.7155,368,26.1,71.0,Clear,58,336,2,86.5,259,0,3,5,8,1,0,0.5416666666666666,True,False,False,False
2024-03-23 12:47:34,Truck_2,67.396,170.1537,364,26.9,67.8,Clear,55,467,7,95.2,128,1,3,5,12,1,0,0.48,False,False,False,True
2024-03-23 13:50:53,Truck_7,-32.3196,-16.4458,245,23.3,59.8,Clear,28,142,5,80.7,160,0,3,5,13,1,0,0.65,False,True,False,False
2024-03-23 20:27:30,Truck_4,-85.9619,103.5733,156,19.4,75.2,Heavy,44,135,1,66.6,108,1,3,5,20,1,0,0.6666666666666666,False,True,False,True
2024-03-23 21:22:31,Truck_1,69.9959,-10.5335,213,22.8,65.0,Detour,51,361,6,74.5,274,1,3,5,21,1,0,0.5833333333333334,False,False,False,False
2024-03-24 12:07:04,Truck_4,-84.6425,70.457,262,23.4,62.0,Heavy,36,272,7,82.9,146,1,3,6,12,1,0,0.68,False,True,False,False
2024-03-24 22:56:32,Truck_3,11.7686,154.6043,392,20.7,62.8,Detour,12,417,2,69.3,109,0,3,6,22,1,0,0.5769230769230769,False,True,False,True
2024-03-25 12:22:10,Truck_5,41.9728,81.4274,441,18.9,67.0,Detour,48,359,8,76.0,300,1,3,0,12,0,0,0.4,False,False,False,False
2024-03-26 14:40:33,Truck_7,-73.5735,153.529,451,21.3,67.2,Detour,24,187,8,69.3,221,1,3,1,14,0,0,0.6190476190476191,False,False,False,False
2024-03-26 15:40:51,Truck_7,52.0415,-64.6403,221,25.2,68.5,Detour,41,101,9,99.3,287,0,3,1,15,0,0,0.6363636363636364,True,False,False,False
2024-03-26 22:29:16,Truck_1,-86.5291,-36.5789,128,28.9,63.7,Clear,56,140,1,72.8,127,0,3,1,22,0,0,0.6,True,False,False,True
2024-03-27 02:27:30,Truck_3,-24.6226,30.2486,277,28.1,55.1,Clear,44,111,3,91.8,282,0,3,2,2,0,0,0.5555555555555556,False,True,False,True
2024-03-27 04:33:58,Truck_10,-79.3451,-52.5151,224,19.0,79.9,Heavy,17,139,4,96.1,279,1,3,2,4,0,0,0.5,True,False,False,True
2024-03-27 21:00:44,Truck_8,14.1508,-54.4659,351,25.1,74.2,Heavy,54,223,9,62.2,267,1,3,2,21,0,0,0.45454545454545453,True,False,True,False
2024-03-28 07:21:29,Truck_9,-30.5476,63.5282,148,19.0,50.3,Detour,50,481,2,87.3,243,1,3,3,7,0,0,0.52,False,False,False,False
2024-03-28 07:50:45,Truck_4,-56.2187,27.6037,114,26.8,62.1,Heavy,55,334,6,85.2,202,1,3,3,7,0,0,0.6923076923076923,False,True,False,False
2024-03-28 08:34:01,Truck_3,21.4872,-123.6879,348,22.7,63.3,Detour,23,134,4,99.6,251,1,3,3,8,0,0,0.5357142857142857,False,False,False,False
2024-03-28 10:24:32,Truck_5,51.2486,-41.4882,305,28.0,67.8,Detour,13,455,2,80.8,147,0,3,3,10,0,0,0.42857142857142855,True,False,False,True
2024-03-28 14:33:39,Truck_3,69.7549,-126.8123,130,29.9,65.0,Detour,50,385,10,72.6,106,1,3,3,14,0,0,0.5517241379310345,False,False,True,False
2024-03-29 01:23:19,Truck_2,36.621,97.2194,477,25.1,50.3,Detour,32,297,7,96.4,212,1,3,4,1,0,0,0.5,False,False,True,False
2024-03-29 05:14:26,Truck_1,36.5185,-71.9718,324,28.2,56.8,Heavy,10,249,7,76.7,298,1,3,4,5,0,0,0.5769230769230769,True,False,False,False
2024-03-30 10:22:10,Truck_4,-72.4492,131.8524,483,21.9,71.9,Detour,59,226,10,69.2,152,0,3,5,10,1,0,0.7037037037037037,False,True,False,False
2024-03-30 12:05:51,Truck_10,-31.4314,-110.7069,384,18.5,79.0,Detour,21,185,8,68.1,143,1,3,5,12,1,0,0.5333333333333333,False,False,False,True
2024-03-31 14:30:18,Truck_2,57.5757,-35.0439,254,24.0,78.6,Heavy,24,108,3,66.6,219,1,3,6,14,1,0,0.5185185185185185,True,False,False,True
2024-04-01 03:56:41,Truck_10,-25.4692,-70.7603,396,21.9,67.4,Detour,24,238,3,60.4,117,0,4,0,3,0,0,0.5333333333333333,True,False,False,True
2024-04-01 16:27:12,Truck_4,42.6032,146.1485,226,23.9,61.2,Heavy,13,211,2,67.5,232,1,4,0,16,0,0,0.6785714285714286,True,False,False,False
2024-04-01 18:35:37,Truck_4,-6.8792,165.0017,258,29.4,66.1,Heavy,54,395,2,71.4,256,1,4,0,18,0,0,0.6896551724137931,True,False,False,False
2024-04-02 13:43:06,Truck_5,20.446,149.3776,328,22.8,73.6,Clear,12,349,9,93.3,162,0,4,1,13,0,0,0.4090909090909091,True,False,False,False
2024-04-02 22:44:27,Truck_7,50.7076,-21.7653,295,22.2,64.9,Heavy,19,385,9,77.1,235,1,4,1,22,0,0,0.6086956521739131,False,True,False,True
2024-04-03 05:24:14,Truck_2,15.4009,52.3537,417,20.0,61.0,Heavy,54,300,4,74.5,156,1,4,2,5,0,0,0.5357142857142857,False,True,True,False
2024-04-03 14:11:16,Truck_5,-10.8232,144.0982,401,26.3,59.4,Heavy,30,268,7,67.6,225,1,4,2,14,0,0,0.391304347826087,False,True,False,False
2024-04-04 17:32:05,Truck_8,-29.6573,-37.6029,214,24.3,56.9,Clear,35,497,6,70.2,111,1,4,3,17,0,0,0.4782608695652174,False,False,False,True
2024-04-05 06:44:52,Truck_6,-48.3838,-163.1177,403,19.4,70.3,Clear,43,238,5,79.7,202,0,4,4,6,0,0,0.6363636363636364,True,False,False,False
2024-04-05 10:26:33,Truck_2,8.4222,-69.7522,361,19.5,78.6,Clear,21,358,9,93.0,235,0,4,4,10,0,0,0.5517241379310345,True,False,False,True
2024-04-05 10:29:17,Truck_10,24.8353,-83.7173,282,19.4,71.9,Clear,43,464,10,90.0,107,0,4,4,10,0,0,0.5333333333333333,False,True,True,False
2024-04-05 13:50:11,Truck_7,-9.6291,39.6506,495,25.1,75.5,Detour,39,234,1,74.8,203,0,4,4,13,0,0,0.625,True,False,False,False
2024-04-05 15:36:59,Truck_8,-39.3967,15.6452,421,26.0,78.1,Heavy,29,379,5,81.0,118,1,4,4,15,0,0,0.5,True,False,True,False
2024-04-05 18:56:43,Truck_1,24.1971,18.693,135,20.1,53.8,Detour,21,108,10,92.0,243,0,4,4,18,0,0,0.5925925925925926,True,False,True,False
2024-04-05 20:20:25,Truck_7,63.6965,-131.1519,358,21.6,61.7,Clear,23,127,6,85.7,199,1,4,4,20,0,0,0.6,False,False,False,False
2024-04-06 01:48:36,Truck_3,68.0702,98.5995,176,29.5,61.9,Clear,31,306,6,73.5,217,0,4,5,1,1,0,0.5666666666666667,True,False,False,True
2024-04-08 18:13:51,Truck_6,14.687,-33.9771,453,25.8,78.6,Detour,21,142,10,85.7,180,0,4,0,18,0,0,0.6086956521739131,False,True,False,False
2024-04-08 19:43:53,Truck_8,-30.6957,29.255,134,19.9,67.5,Detour,42,421,5,77.6,183,0,4,0,19,0,0,0.52,False,True,False,False
2024-04-09 22:12:14,Truck_5,48.352,-54.56,378,23.3,78.7,Clear,17,364,8,96.1,230,0,4,1,22,0,0,0.4166666666666667,False,True,False,False
2024-04-11 04:39:16,Truck_10,-33.9528,-54.2201,384,24.2,72.5,Heavy,50,131,3,80.1,141,1,4,3,4,0,0,0.5333333333333333,False,True,False,True
2024-04-11 04:50:12,Truck_8,38.1095,164.7654,131,19.1,73.3,Heavy,10,353,3,89.4,149,1,4,3,4,0,0,0.5,False,False,False,True
2024-04-11 06:00:56,Truck_8,-9.7509,-86.2981,227,28.3,62.8,Detour,30,400,4,68.2,194,1,4,3,6,0,0,0.5185185185185185,False,False,True,False
2024-04-12 10:58:21,Truck_6,-82.1416,-91.8925,342,25.1,52.4,Clear,24,103,2,88.0,209,0,4,4,10,0,0,0.5833333333333334,True,False,False,False
2024-04-12 15:44:47,Truck_10,89.3898,-93.1034,120,22.6,56.4,Clear,60,151,9,69.9,194,0,4,4,15,0,0,0.5666666666666667,True,False,False,True
2024-04-12 19:29:51,Truck_10,-51.6025,114.3963,428,28.6,77.7,Heavy,14,175,9,96.2,115,1,4,4,19,0,0,0.5333333333333333,False,True,True,False
2024-04-12 19:45:26,Truck_2,42.6126,-69.5408,243,28.9,57.8,Clear,33,277,10,84.4,151,0,4,4,19,0,0,0.5333333333333333,False,True,True,False
2024-04-13 17:33:52,Truck_4,-87.4042,-127.3269,197,23.3,53.5,Heavy,41,259,9,91.3,211,1,4,5,17,1,0,0.7,True,False,False,True
2024-04-14 08:17:18,Truck_3,-49.2845,40.5814,241,21.4,70.9,Clear,48,121,4,75.3,195,1,4,6,8,1,0,0.5333333333333333,False,False,False,True
2024-04-15 04:40:07,Truck_2,-40.284,-86.8089,310,22.8,64.4,Heavy,33,104,2,98.9,110,1,4,0,4,0,0,0.5333333333333333,False,True,False,False
2024-04-15 18:58:09,Truck_7,-7.6641,-25.3717,170,25.4,55.8,Heavy,55,463,10,60.1,112,1,4,0,18,0,0,0.6153846153846154,False,False,False,True
2024-04-15 22:28:46,Truck_2,31.8571,-83.1698,149,20.9,68.1,Detour,39,274,9,71.8,138,0,4,0,22,0,0,0.5666666666666667,False,True,True,False
2024-04-15 22:37:19,Truck_2,-31.1328,175.8453,180,27.2,52.9,Clear,29,390,8,68.4,110,0,4,0,22,0,0,0.5333333333333333,True,False,False,False
2024-04-16 02:44:43,Truck_2,-19.8201,2.4374,343,26.2,62.4,Detour,18,166,7,62.3,168,1,4,1,2,0,0,0.5333333333333333,False,False,False,True
2024-04-16 03:03:08,Truck_5,19.9466,-104.4665,445,25.7,50.8,Heavy,28,414,2,75.5,140,1,4,1,3,0,0,0.4,True,False,False,True
2024-04-16 04:37:24,Truck_7,16.2591,175.1485,337,21.1,64.4,Detour,49,226,2,89.6,298,0,4,1,4,0,0,0.6296296296296297,True,False,True,False
2024-04-16 08:03:32,Truck_6,-76.5757,-52.269,246,19.4,56.3,Clear,16,406,9,65.7,140,0,4,1,8,0,0,0.56,True,False,False,True
2024-04-16 21:31:53,Truck_3,47.7603,-137.0932,300,23.1,78.1,Detour,53,146,4,73.3,280,1,4,1,21,0,0,0.5333333333333333,False,False,False,True
2024-04-16 23:04:14,Truck_2,-39.225,-156.4228,355,19.2,62.2,Clear,10,137,2,67.0,269,1,4,1,23,0,0,0.5666666666666667,False,False,True,False
2024-04-17 17:28:32,Truck_10,-21.5633,-12.8487,419,26.1,62.0,Heavy,19,484,8,96.4,262,1,4,2,17,0,0,0.5333333333333333,True,False,False,False
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318,26.0,77.4,Clear,19,314,2,70.2,250,0,4,2,20,0,0,0.5384615384615384,True,False,False,False
2024-04-18 04:50:13,Truck_5,-36.6154,-46.3008,468,26.6,59.0,Heavy,16,144,4,86.8,276,1,4,3,4,0,0,0.4230769230769231,True,False,False,True
2024-04-18 08:51:00,Truck_1,9.3294,-71.5299,211,23.7,66.7,Heavy,36,149,1,60.7,256,1,4,3,8,0,0,0.5714285714285714,True,False,False,False
2024-04-18 12:04:40,Truck_8,-86.157,-92.4652,378,29.5,61.7,Detour,13,305,8,98.5,211,1,4,3,12,0,0,0.5357142857142857,False,False,False,False
2024-04-18 23:06:56,Truck_2,-76.791,18.3631,276,18.0,64.3,Heavy,10,361,5,88.6,242,1,4,3,23,0,0,0.5666666666666667,True,False,False,False
2024-04-19 02:50:29,Truck_7,33.8716,36.8753,422,26.5,75.0,Heavy,39,100,6,67.2,127,1,4,4,2,0,0,0.6071428571428571,False,False,False,False
2024-04-19 08:18:04,Truck_1,-8.0714,-158.0304,210,24.7,65.0,Heavy,50,185,10,84.1,140,1,4,4,8,0,0,0.5862068965517241,False,True,False,False
2024-04-20 00:14:34,Truck_3,-58.2175,7.2699,441,25.0,75.4,Heavy,58,149,10,61.3,247,1,4,5,0,1,0,0.5333333333333333,False,True,True,False
2024-04-20 09:54:18,Truck_2,28.9964,151.6114,134,29.2,55.5,Detour,34,189,1,87.8,270,1,4,5,9,1,0,0.5666666666666667,False,False,False,True
2024-04-21 03:47:52,Truck_4,55.919,-39.578,220,28.2,55.4,Clear,10,203,8,81.1,281,0,4,6,3,1,0,0.7333333333333333,False,True,False,True
2024-04-21 07:23:11,Truck_10,82.6307,-111.6216,260,23.2,56.3,Clear,57,329,7,77.9,258,0,4,6,7,1,0,0.5333333333333333,True,False,False,False
2024-04-21 07:25:56,Truck_2,-41.7908,84.2001,438,24.3,78.8,Detour,33,322,7,79.0,206,1,4,6,7,1,0,0.6,False,False,False,True
2024-04-21 16:13:53,Truck_8,-75.0605,-52.5256,231,24.3,57.8,Clear,56,368,7,87.2,203,0,4,6,16,1,0,0.5517241379310345,True,False,False,True
2024-04-21 22:20:02,Truck_8,-0.5646,175.2938,162,29.4,65.9,Detour,40,262,2,61.5,298,0,4,6,22,1,0,0.5333333333333333,True,False,True,False
2024-04-22 01:56:59,Truck_4,-53.9329,30.3236,496,23.4,71.6,Clear,15,451,3,76.3,235,0,4,0,1,0,0,0.7,False,True,False,True
2024-04-22 10:55:19,Truck_9,-83.2534,-166.3309,152,21.2,70.3,Clear,10,467,10,61.5,269,1,4,0,10,0,0,0.5185185185185185,False,False,False,False
2024-04-22 22:47:46,Truck_2,-60.0975,-13.7518,495,23.8,69.8,Heavy,22,487,9,86.1,108,1,4,0,22,0,0,0.6333333333333333,False,True,False,True
2024-04-23 08:06:46,Truck_10,9.8934,13.9028,338,28.7,65.6,Heavy,45,348,8,96.1,230,1,4,1,8,0,0,0.5,True,False,True,False
2024-04-23 16:50:45,Truck_1,-78.4723,-82.615,294,24.4,65.2,Detour,23,439,8,65.0,213,0,4,1,16,0,0,0.6,True,False,True,False
2024-04-23 18:51:26,Truck_2,33.9665,-46.5423,225,26.1,75.8,Heavy,41,286,3,72.9,224,1,4,1,18,0,0,0.6333333333333333,False,True,False,False
2024-04-24 00:08:50,Truck_4,-0.1019,99.8069,451,27.5,56.7,Clear,23,446,6,62.1,203,0,4,2,0,0,0,0.6666666666666666,True,False,True,False
2024-04-24 00:54:49,Truck_7,-2.8329,-29.9102,338,28.9,55.5,Detour,39,181,2,88.6,143,0,4,2,0,0,0,0.6206896551724138,False,True,False,False
2024-04-24 05:44:05,Truck_10,-63.1722,145.3756,353,22.0,66.8,Heavy,27,327,9,71.2,146,1,4,2,5,0,0,0.5333333333333333,False,True,True,False
2024-04-24 06:17:22,Truck_10,80.3158,70.765,223,24.0,60.2,Heavy,45,292,6,78.4,205,1,4,2,6,0,0,0.5333333333333333,False,False,False,True
2024-04-24 17:57:19,Truck_6,-30.4204,70.9998,286,25.1,56.2,Detour,50,408,10,99.3,148,0,4,2,17,0,0,0.5384615384615384,False,True,True,False
2024-04-24 20:50:47,Truck_4,-19.3929,-10.2537,103,24.8,79.3,Heavy,22,393,9,88.6,108,1,4,2,20,0,0,0.6333333333333333,False,True,False,True
2024-04-24 22:27:28,Truck_6,-3.7401,43.2693,497,28.2,68.2,Detour,47,184,6,63.8,251,0,4,2,22,0,0,0.5185185185185185,False,True,True,False
2024-04-25 10:07:09,Truck_8,71.7196,-107.3427,146,26.0,57.2,Clear,47,188,4,76.0,131,1,4,3,10,0,0,0.5,False,False,False,False
